Genus,Species,Replicate.number,Group,Habitat,Trophic.group,Ref.tg,Body.length,Min.bl,Max.bl,Ref.bl,Dry.mass,Min.dm,Max.dm,Ref.dm,Cct.prop,Min.Cprop,Max.Cprop,Cct.total,Ref.C,Nct.prop,Min.Nprop,Max.Nprop,Nct.total,Ref.N,Pct.prop,Min.Pprop,Max.Pprop,Pct.total,Ref.P,N:Pct,Min.NP,Max.NP,Ref.NP,Protein.ct,Min.prot,Max.prot,Ref.prot,Lipid.ct,Min.lip,Max.lip,Ref.lip,Respiration.rt.ind,Respiration.rt.mg,Min.resp.mg,Max.resp.mg,Temp.resp.rt,Min.temp.resp.rt,Max.temp.resp.rt,Ref.resp,N-ammonia.ex.rt.ug.ind,N-ammonia.ex.rt.ug.dm,Min.Nex.rt.ug.dm,Max.Nex.rt.ug.dm,N-ammonia.ex.rt.nmol.dm,N-ammonia.ex.rt.nmol.ind,Min.Nex.rt.nmol.ind,Max.Nex.rt.nmol.ind,Temp.Nex.rt,Min.temp.Nex.rt,Max.temp.Nex.rt,Ref.N.ex,P-phosphate.ex.rt.ug.ind,P-phosphate.ex.rt.ug.dm,Min.Pex.rt.ug.dm,Max.Pex.rt.ug.dm,P-phosphate.ex.rt.nmol.dm,P-phosphate.ex.rt.nmol.ind,Min.Pex.rt.nmol.ind,Max.Pex.rt.nmol.ind,Temp.Pex.rt,Min.temp.Pex.rt,Max.temp.Pex.rt,Ref.P.ex,N:P.ex,Min.NP.ex,Max.NP.ex,Ref.NPex
Skistodiaptomus,pallidus,NA,Copepoda,Freshwater,Omnivore,1,"1,2",NA,NA,1,"0,0045644",NA,NA,"1,18,20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Skistodiaptomus,reighardi,NA,Copepoda,Freshwater,Omnivore,19,"1,06",NA,NA,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Skistodiaptomus,sp.,NA,Copepoda,Freshwater,Omnivore,1,"1,06",NA,NA,1,"0,003579",NA,NA,"1,18,20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Spinocalanus,antarcticus,NA,Copepoda,Marine,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4,6","4,9",NA,163,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Spinocalanus,brevicaudatus,NA,Copepoda,Marine,Herbivore,78,"1,9",NA,NA,"77, 80",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Spinocalanus,stellatus,NA,Copepoda,Marine,NA,NA,NA,NA,NA,NA,"0,818",NA,NA,146,NA,NA,NA,NA,NA,"7,24",NA,NA,NA,146,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Temora,discaudata,1,Copepoda,Marine,NA,NA,"1,2",NA,NA,165,"0,034",NA,NA,165,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0,23","6,71",NA,NA,"28,5",NA,NA,165,"0,02",NA,NA,NA,NA,NA,NA,NA,"28,5",NA,NA,165,"0,0102",NA,NA,NA,NA,NA,NA,NA,"28,5",NA,NA,165,"4,99",NA,NA,165
Temora,discaudata,2,Copepoda,Marine,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0,12","3,53",NA,NA,20,NA,NA,165,"0,01",NA,NA,NA,NA,NA,NA,NA,20,NA,NA,165,"0,0035",NA,NA,NA,NA,NA,NA,NA,20,NA,NA,165,NA,NA,NA,NA
Temora,longicornis,NA,Copepoda,Marine,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10,7",NA,NA,190,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Temora,stylifera,NA,Copepoda,Marine,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,NA,NA,197,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,14,167
Temora,turbinata,1,Copepoda,Marine,NA,NA,NA,NA,NA,NA,"0,0161",NA,NA,70,"4,160,248,447",NA,NA,"0,006698",70,"9,621,118,012",NA,NA,"0,00155",70,"0,788819876",NA,NA,"0,00013",70,"2,695,503,937",NA,NA,70,NA,NA,NA,NA,NA,NA,NA,NA,"0,005",NA,NA,NA,22,NA,NA,70,"0,0001",NA,NA,NA,NA,NA,NA,NA,22,NA,NA,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Temora,turbinata,2,Copepoda,Marine,NA,NA,NA,NA,NA,NA,"0,0044",NA,NA,70,"4,159,090,909",NA,NA,"0,00183",70,"9,613,636,364",NA,NA,"0,00042",70,"0,795454545",NA,NA,"0,00004",70,"2,670,942,857",NA,NA,70,NA,NA,NA,NA,NA,NA,NA,NA,"0,0338",NA,NA,NA,27,NA,NA,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Temora,turbinata,3,Copepoda,Marine,NA,NA,NA,NA,NA,NA,"0,0034",NA,NA,70,"4,158,823,529",NA,NA,"0,001414",70,"9,617,647,059",NA,NA,"0,00033",70,"0,794117647",NA,NA,"0,00003",70,"2,676,555,556",NA,NA,70,NA,NA,NA,NA,NA,NA,NA,NA,"0,0138",NA,NA,NA,27,NA,NA,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Temora,turbinata,4,Copepoda,Marine,NA,NA,NA,NA,NA,NA,"0,0138",NA,NA,70,"4,160,144,928",NA,NA,"0,005741",70,"9,623,188,406",NA,NA,"0,00133",70,"0,789855072",NA,NA,"0,00011",70,"2,692,550,459",NA,NA,70,NA,NA,NA,NA,NA,NA,NA,NA,"0,005",NA,NA,NA,22,NA,NA,70,"0,0007",NA,NA,NA,NA,NA,NA,NA,22,NA,NA,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Temora,turbinata,5,Copepoda,Marine,NA,NA,NA,NA,NA,NA,"0,006",NA,NA,70,"41,6",NA,NA,"0,002496",70,"9,616,666,667",NA,NA,"0,00058",70,"0,783333333",NA,NA,"0,00005",70,"271,312,766",NA,NA,70,NA,NA,NA,NA,NA,NA,NA,NA,"0,0067",NA,NA,NA,27,NA,NA,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Temora,turbinata,6,Copepoda,Marine,NA,NA,NA,NA,NA,NA,"0,0036",NA,NA,70,"4,161,111,111",NA,NA,"0,001498",70,"9,611,111,111",NA,NA,"0,00035",70,"0,777777778",NA,NA,"0,00003",70,"2,730,928,571",NA,NA,70,NA,NA,NA,NA,NA,NA,NA,NA,"0,0087",NA,NA,NA,27,NA,NA,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Temora,turbinata,7,Copepoda,Marine,NA,NA,NA,NA,NA,NA,"0,005",NA,NA,70,"41,6",NA,NA,"0,00208",70,"9,62",NA,NA,"0,00048",70,"0,8",NA,NA,"0,00004",70,"2,657,525",NA,NA,70,NA,NA,NA,NA,NA,NA,NA,NA,"0,008",NA,NA,NA,27,NA,NA,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Temora,turbinata,8,Copepoda,Marine,NA,NA,NA,NA,NA,NA,"0,0081",NA,NA,70,"4,160,493,827",NA,NA,"0,00337",70,"9,617,283,951",NA,NA,"0,00078",70,"0,790123457",NA,NA,"0,00006",70,"2,689,984,375",NA,NA,70,NA,NA,NA,NA,NA,NA,NA,NA,"0,0046",NA,NA,NA,27,NA,NA,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Temora,turbinata,9,Copepoda,Marine,NA,NA,NA,NA,NA,NA,"0,0148",NA,NA,70,"4,160,135,135",NA,NA,"0,006157",70,"9,621,621,622",NA,NA,"0,00142",70,"0,790540541",NA,NA,"0,00012",70,"2,689,777,778",NA,NA,70,NA,NA,NA,NA,NA,NA,NA,NA,"0,0059",NA,NA,NA,27,NA,NA,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Temora,turbinata,10,Copepoda,Marine,NA,NA,NA,NA,NA,NA,"0,0096",NA,NA,70,"4,160,416,667",NA,NA,"0,003994",70,"9,625",NA,NA,"0,00092",70,"0,791666667",NA,NA,"0,00008",70,"2,686,894,737",NA,NA,70,NA,NA,NA,NA,NA,NA,NA,NA,"0,0073",NA,NA,NA,27,NA,NA,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Temora,turbinata,11,Copepoda,Marine,NA,NA,NA,NA,NA,NA,"0,0093",NA,NA,70,"4,160,215,054",NA,NA,"0,003869",70,"9,623,655,914",NA,NA,"0,00090",70,"0,784946237",NA,NA,"0,00007",70,"2,709,520,548",NA,NA,70,NA,NA,NA,NA,NA,NA,NA,NA,"0,004",NA,NA,NA,27,NA,NA,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Temora,turbinata,12,Copepoda,Marine,NA,NA,NA,NA,NA,NA,"0,013",NA,NA,70,"41,6",NA,NA,"0,005408",70,"9,623,076,923",NA,NA,"0,00125",70,"0,792307692",NA,NA,"0,00010",70,"2,684,184,466",NA,NA,70,NA,NA,NA,NA,NA,NA,NA,NA,"0,0017",NA,NA,NA,22,NA,NA,70,"0,0006",NA,NA,NA,NA,NA,NA,NA,22,NA,NA,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Temora,turbinata,13,Copepoda,Marine,NA,NA,NA,NA,NA,NA,"0,0025",NA,NA,70,"41,6",NA,NA,"0,00104",70,"9,64",NA,NA,"0,00024",70,"0,8",NA,NA,"0,00002",70,"266,305",NA,NA,70,NA,NA,NA,NA,NA,NA,NA,NA,"0,0052",NA,NA,NA,27,NA,NA,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Temora,turbinata,14,Copepoda,Marine,NA,NA,NA,NA,NA,NA,"0,0022",NA,NA,70,"4,159,090,909",NA,NA,"0,000915",70,"9,636,363,636",NA,NA,"0,00021",70,"0,772727273",NA,NA,"0,00002",70,"27,56",NA,NA,70,NA,NA,NA,NA,NA,NA,NA,NA,"0,0038",NA,NA,NA,27,NA,NA,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Temora,turbinata,15,Copepoda,Marine,NA,NA,NA,NA,NA,NA,"0,0058",NA,NA,70,"4,160,344,828",NA,NA,"0,002413",70,"9,620,689,655",NA,NA,"0,00056",70,"0,793103448",NA,NA,"0,00005",70,"2,680,826,087",NA,NA,70,NA,NA,NA,NA,NA,NA,NA,NA,"0,0059",NA,NA,NA,27,NA,NA,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Temora,turbinata,16,Copepoda,Marine,NA,NA,NA,NA,NA,NA,"0,0162",NA,NA,70,"4,159,876,543",NA,NA,"0,006739",70,"9,617,283,951",NA,NA,"0,00156",70,"0,790123457",NA,NA,"0,00013",70,"2,689,984,375",NA,NA,70,NA,NA,NA,NA,NA,NA,NA,NA,"0,005",NA,NA,NA,22,NA,NA,70,"0,0003",NA,NA,NA,NA,NA,NA,NA,22,NA,NA,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Temora,turbinata,17,Copepoda,Marine,NA,NA,NA,NA,NA,NA,"0,0041",NA,NA,70,"416,097,561",NA,NA,"0,001706",70,"9,609,756,098",NA,NA,"0,00039",70,"0,780487805",NA,NA,"0,00003",70,"27,210,625",NA,NA,70,NA,NA,NA,NA,NA,NA,NA,NA,"0,0133",NA,NA,NA,27,NA,NA,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Temora,turbinata,18,Copepoda,Marine,NA,NA,NA,NA,NA,NA,"0,0044",NA,NA,70,"4,159,090,909",NA,NA,"0,00183",70,"9,613,636,364",NA,NA,"0,00042",70,"0,795454545",NA,NA,"0,00004",70,"2,670,942,857",NA,NA,70,NA,NA,NA,NA,NA,NA,NA,NA,"0,0235",NA,NA,NA,27,NA,NA,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Temora,turbinata,19,Copepoda,Marine,NA,NA,NA,NA,NA,NA,"0,0025",NA,NA,70,"41,6",NA,NA,"0,00104",70,"9,64",NA,NA,"0,00024",70,"0,8",NA,NA,"0,00002",70,"266,305",NA,NA,70,NA,NA,NA,NA,NA,NA,NA,NA,"0,0025",NA,NA,NA,27,NA,NA,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Temora,turbinata,20,Copepoda,Marine,NA,NA,NA,NA,NA,NA,"0,0031",NA,NA,70,"4,161,290,323",NA,NA,"0,00129",70,"9,612,903,226",NA,NA,"0,00030",70,"0,774193548",NA,NA,"0,00002",70,"2,744,083,333",NA,NA,70,NA,NA,NA,NA,NA,NA,NA,NA,"0,0017",NA,NA,NA,27,NA,NA,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Temora,turbinata,21,Copepoda,Marine,NA,NA,NA,NA,NA,NA,"0,0011",NA,NA,70,"4,163,636,364",NA,NA,"0,000458",70,"9,636,363,636",NA,NA,"0,00011",70,"0,818181818",NA,NA,"0,00001",70,"2,602,888,889",NA,NA,70,NA,NA,NA,NA,NA,NA,NA,NA,"0,0036",NA,NA,NA,27,NA,NA,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Temora,turbinata,22,Copepoda,Marine,NA,NA,NA,NA,NA,NA,"0,0045",NA,NA,70,"41,6",NA,NA,"0,001872",70,"9,622,222,222",NA,NA,"0,00043",70,"0,8",NA,NA,"0,00004",70,"2,658,138,889",NA,NA,70,NA,NA,NA,NA,NA,NA,NA,NA,"0,0022",NA,NA,NA,27,NA,NA,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Temora,turbinata,23,Copepoda,Marine,NA,NA,NA,NA,NA,NA,"0,0062",NA,NA,70,"4,159,677,419",NA,NA,"0,002579",70,"9,612,903,226",NA,NA,"0,00060",70,"0,790322581",NA,NA,"0,00005",70,"2,688,081,633",NA,NA,70,NA,NA,NA,NA,NA,NA,NA,NA,"0,0074",NA,NA,NA,27,NA,NA,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Temora,turbinata,24,Copepoda,Marine,NA,NA,NA,NA,NA,NA,"0,0032",NA,NA,70,"4,159,375",NA,NA,"0,001331",70,"9,625",NA,NA,"0,00031",70,"0,78125",NA,NA,"0,00003",70,"272,272",NA,NA,70,NA,NA,NA,NA,NA,NA,NA,NA,"0,0015",NA,NA,NA,27,NA,NA,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Temora,turbinata,25,Copepoda,Marine,NA,NA,NA,NA,NA,NA,"0,0107",NA,NA,70,"4,159,813,084",NA,NA,"0,004451",70,"961,682,243",NA,NA,"0,00103",70,"0,794392523",NA,NA,"0,00009",70,"26,754",NA,NA,70,NA,NA,NA,NA,NA,NA,NA,NA,"0,0064",NA,NA,NA,22,NA,NA,70,"0,0016",NA,NA,NA,NA,NA,NA,NA,22,NA,NA,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Temora,turbinata,26,Copepoda,Marine,NA,NA,NA,NA,NA,NA,"0,0138",NA,NA,70,"4,160,144,928",NA,NA,"0,005741",70,"9,623,188,406",NA,NA,"0,00133",70,"0,789855072",NA,NA,"0,00011",70,"2,692,550,459",NA,NA,70,NA,NA,NA,NA,NA,NA,NA,NA,"0,0047",NA,NA,NA,22,NA,NA,70,"0,0007",NA,NA,NA,NA,NA,NA,NA,22,NA,NA,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Temora,turbinata,27,Copepoda,Marine,NA,NA,NA,NA,NA,NA,"0,0199",NA,NA,70,"4,159,798,995",NA,NA,"0,008278",70,"9,618,090,452",NA,NA,"0,00191",70,"0,788944724",NA,NA,"0,00016",70,"2,694,229,299",NA,NA,70,NA,NA,NA,NA,NA,NA,NA,NA,"0,007",NA,NA,NA,22,NA,NA,70,"0,0006",NA,NA,NA,NA,NA,NA,NA,22,NA,NA,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Temora,turbinata,28,Copepoda,Marine,NA,NA,NA,NA,NA,NA,"0,016",NA,NA,70,"41,6",NA,NA,"0,006656",70,"961,875",NA,NA,"0,00154",70,"0,7875",NA,NA,"0,00013",70,"2,699,357,143",NA,NA,70,NA,NA,NA,NA,NA,NA,NA,NA,"0,0052",NA,NA,NA,22,NA,NA,70,"0,0008",NA,NA,NA,NA,NA,NA,NA,22,NA,NA,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Temora,turbinata,29,Copepoda,Marine,NA,NA,NA,NA,NA,NA,"0,0177",NA,NA,70,"4,159,887,006",NA,NA,"0,007363",70,"9,621,468,927",NA,NA,"0,00170",70,"0,790960452",NA,NA,"0,00014",70,"2,688,307,143",NA,NA,70,NA,NA,NA,NA,NA,NA,NA,NA,"0,0059",NA,NA,NA,22,NA,NA,70,"0,0008",NA,NA,NA,NA,NA,NA,NA,22,NA,NA,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Temora,turbinata,30,Copepoda,Marine,NA,NA,NA,NA,NA,NA,"0,0212",NA,NA,70,"415,990,566",NA,NA,"0,008819",70,"9,617,924,528",NA,NA,"0,00204",70,"0,787735849",NA,NA,"0,00017",70,"2,698,317,365",NA,NA,70,NA,NA,NA,NA,NA,NA,NA,NA,"0,0074",NA,NA,NA,22,NA,NA,70,"0,0011",NA,NA,NA,NA,NA,NA,NA,22,NA,NA,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Temora,turbinata,31,Copepoda,Marine,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11,6",NA,NA,NA,184,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Temora,turbinata,32,Copepoda,Marine,NA,NA,NA,NA,NA,NA,"0,0062",NA,NA,70,"4,159,677,419",NA,NA,"0,002579",70,"9,612,903,226",NA,NA,"0,00060",70,"0,790322581",NA,NA,"0,00005",70,"2,688,081,633",NA,NA,70,NA,NA,NA,NA,NA,NA,NA,NA,"0,0121",NA,NA,NA,27,NA,NA,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Temora,turbinata,33,Copepoda,Marine,NA,NA,NA,NA,NA,NA,"0,0061",NA,NA,70,"4,160,655,738",NA,NA,"0,002538",70,"962,295,082",NA,NA,"0,00059",70,"0,786885246",NA,NA,"0,00005",70,"2,702,645,833",NA,NA,70,NA,NA,NA,NA,NA,NA,NA,NA,"0,0337",NA,NA,NA,27,NA,NA,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Temora,turbinata,34,Copepoda,Marine,NA,NA,NA,NA,NA,NA,"0,005",NA,NA,70,"41,6",NA,NA,"0,00208",70,"9,62",NA,NA,"0,00048",70,"0,8",NA,NA,"0,00004",70,"2,657,525",NA,NA,70,NA,NA,NA,NA,NA,NA,NA,NA,"0,016",NA,NA,NA,27,NA,NA,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Temora,turbinata,35,Copepoda,Marine,NA,NA,NA,NA,NA,NA,"0,0086",NA,NA,70,"4,160,465,116",NA,NA,"0,003578",70,"961,627,907",NA,NA,"0,00083",70,"0,790697674",NA,NA,"0,00007",70,"268,775",NA,NA,70,NA,NA,NA,NA,NA,NA,NA,NA,"0,0101",NA,NA,NA,27,NA,NA,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Temora,turbinata,36,Copepoda,Marine,NA,NA,NA,NA,NA,NA,"0,0074",NA,NA,70,"4,159,459,459",NA,NA,"0,003078",70,"9,621,621,622",NA,NA,"0,00071",70,"0,783783784",NA,NA,"0,00006",70,"2,712,965,517",NA,NA,70,NA,NA,NA,NA,NA,NA,NA,NA,"0,01",NA,NA,NA,27,NA,NA,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Temora,turbinata,37,Copepoda,Marine,NA,NA,NA,NA,NA,NA,"0,0049",NA,NA,70,"4,159,183,673",NA,NA,"0,002038",70,"9,612,244,898",NA,NA,"0,00047",70,"0,795918367",NA,NA,"0,00004",70,"26,69",NA,NA,70,NA,NA,NA,NA,NA,NA,NA,NA,"0,0214",NA,NA,NA,27,NA,NA,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tharybis,fultoni,NA,Copepoda,Marine,Carnivore,78,"1,28",NA,NA,"77, 80",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Thermocyclops,crassus,NA,Copepoda,Freshwater,OmniHerb,19,"0,89",NA,NA,"1,19","0,0097047",NA,NA,"1,18,20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Thermocyclops,hyalinus,NA,Copepoda,Freshwater,NA,NA,NA,NA,NA,NA,"0,0016",NA,NA,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0,002745",NA,"1,287","2,142",NA,NA,NA,NA,"27,3",NA,NA,52,0.0008405,NA,"0,288","0,765",NA,NA,NA,NA,"27,3",NA,NA,52,"7,2",NA,NA,52
