Genus,Species,Replicate.number,Group,Habitat,Trophic.group,Ref.tg,Body.length,Min.bl,Max.bl,Ref.bl,Dry.mass,Min.dm,Max.dm,Ref.dm,Cct.prop,Min.Cprop,Max.Cprop,Cct.total,Ref.C,Nct.prop,Min.Nprop,Max.Nprop,Nct.total,Ref.N,Pct.prop,Min.Pprop,Max.Pprop,Pct.total,Ref.P,N:Pct,Min.NP,Max.NP,Ref.NP,Protein.ct,Min.prot,Max.prot,Ref.prot,Lipid.ct,Min.lip,Max.lip,Ref.lip,Respiration.rt.ind,Respiration.rt.mg,Min.resp.mg,Max.resp.mg,Temp.resp.rt,Min.temp.resp.rt,Max.temp.resp.rt,Ref.resp,N-ammonia.ex.rt.ug.ind,N-ammonia.ex.rt.ug.dm,Min.Nex.rt.ug.dm,Max.Nex.rt.ug.dm,N-ammonia.ex.rt.nmol.dm,N-ammonia.ex.rt.nmol.ind,Min.Nex.rt.nmol.ind,Max.Nex.rt.nmol.ind,Temp.Nex.rt,Min.temp.Nex.rt,Max.temp.Nex.rt,Ref.N.ex,P-phosphate.ex.rt.ug.ind,P-phosphate.ex.rt.ug.dm,Min.Pex.rt.ug.dm,Max.Pex.rt.ug.dm,P-phosphate.ex.rt.nmol.dm,P-phosphate.ex.rt.nmol.ind,Min.Pex.rt.nmol.ind,Max.Pex.rt.nmol.ind,Temp.Pex.rt,Min.temp.Pex.rt,Max.temp.Pex.rt,Ref.P.ex,N:P.ex,Min.NP.ex,Max.NP.ex,Ref.NPex
Pseudocalanus,elongatus,2,Copepoda,Marine,NA,NA,NA,NA,NA,NA,"0,0133",NA,NA,69,"4,590,225,564",NA,NA,"0,006105",69,12,NA,NA,"0,00160",69,"0,601503759",NA,NA,"0,00008",69,"440,895",NA,NA,69,NA,NA,NA,NA,NA,NA,NA,NA,"0,033",NA,NA,NA,"6,8",NA,NA,69,"0,0029",NA,NA,NA,NA,NA,NA,NA,"6,8",NA,NA,69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pseudocalanus,elongatus,3,Copepoda,Marine,NA,NA,NA,NA,NA,NA,"0,0081",NA,NA,69,"4,590,123,457",NA,NA,"0,003718",69,12,NA,NA,"0,00097",69,"0,604938272",NA,NA,"0,00005",69,"4,383,918,367",NA,NA,69,NA,NA,NA,NA,NA,NA,NA,NA,"0,047",NA,NA,NA,"12,2",NA,NA,69,"0,0014",NA,NA,NA,NA,NA,NA,NA,"12,2",NA,NA,69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pseudocalanus,mimus,NA,Copepoda,Marine,Herbivore,78,NA,"1,25","1,79",77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pseudocalanus,minutus,NA,Copepoda,Marine,Herbivore,78,NA,"0,7",2,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,NA,NA,"107, 123, 124, 125",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pseudocalanus,minutus-elongatus,NA,Copepoda,Marine,NA,NA,"0,98",NA,NA,64,"0,01",NA,NA,64,"49,7",NA,NA,NA,64,"12,3",NA,NA,NA,64,"1,52",NA,NA,NA,64,18,NA,NA,64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pseudocalanus,moultoni,NA,Copepoda,Marine,Herbivore,78,"1,52",NA,NA,77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pseudocalanus,newmani,NA,Copepoda,Marine,Herbivore,78,"1,24",NA,NA,77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pseudocalanus,sp.,NA,Copepoda,Marine,NA,NA,NA,NA,NA,NA,NA,"0,003","0,02",150,NA,NA,NA,NA,NA,NA,7,"12,3",NA,"64, 150",NA,NA,NA,NA,NA,NA,"15,9","59,9",64 150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pseudochydorus,sp.,NA,Cladocera,Freshwater,Herbivore,1,"0,61",NA,NA,1,"0,002234",NA,NA,"1,18,20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pseudodiaptomus,acutus,NA,Copepoda,Marine,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11,64",NA,NA,NA,184,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pseudodiaptomus,marinus,1,Copepoda,Marine,NA,NA,NA,NA,NA,NA,"0,0145",NA,NA,69,40,NA,NA,"0,0058",69,12,NA,NA,"0,00174",69,"0,6",NA,NA,"0,00009",69,"44,2",NA,NA,69,NA,NA,NA,NA,NA,NA,NA,NA,"0,101",NA,NA,NA,"15,4",NA,NA,69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pseudodiaptomus,marinus,2,Copepoda,Marine,NA,NA,NA,NA,NA,NA,"0,0096",NA,NA,69,40,NA,NA,"0,00384",69,12,NA,NA,"0,00115",69,"0,604166667",NA,NA,"0,00006",69,"4,389,517,241",NA,NA,69,NA,NA,NA,NA,NA,NA,NA,NA,"0,02",NA,NA,NA,"15,4",NA,NA,69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pseudodiaptomus,marinus,3,Copepoda,Marine,NA,NA,NA,NA,NA,NA,"0,0187",NA,NA,69,40,NA,NA,"0,00748",69,12,NA,NA,"0,00224",69,"0,598930481",NA,NA,"0,00011",69,"4,427,892,857",NA,NA,69,NA,NA,NA,NA,NA,NA,NA,NA,"0,063",NA,NA,NA,"13,1",NA,NA,69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pseudodiaptomus,marinus,4,Copepoda,Marine,NA,NA,NA,NA,NA,NA,"0,014",NA,NA,69,40,NA,NA,"0,0056",69,12,NA,NA,"0,00168",69,"0,6",NA,NA,"0,00008",69,"44,2",NA,NA,69,NA,NA,NA,NA,NA,NA,NA,NA,"0,041",NA,NA,NA,"13,1",NA,NA,69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rhincalanus,cornutus,NA,Copepoda,Marine,NA,NA,NA,NA,NA,NA,"0,13",NA,NA,195,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5,2",NA,NA,195,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rhincalanus,gigas,1,Copepoda,Marine,NA,NA,NA,NA,NA,NA,"1,25",NA,NA,75,"46,4",NA,NA,"0,58",75,"9,6",NA,NA,"0,12000",75,"0,704",NA,NA,"0,00880",75,"3,013,636,364",NA,NA,75,NA,NA,NA,NA,69,NA,NA,106,"0,505",NA,NA,NA,"-1,7",NA,NA,75,"0,12",NA,NA,NA,NA,NA,NA,NA,"-1,7",NA,NA,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rhincalanus,gigas,2,Copepoda,Marine,NA,NA,NA,NA,NA,NA,"0,9",NA,NA,75,"4,666,666,667",NA,NA,"0,42",75,"9,888,888,889",NA,NA,"0,08900",75,"0,7",NA,NA,"0,00630",75,"3,122,063,492",NA,NA,75,NA,NA,NA,NA,NA,NA,NA,NA,"0,409",NA,NA,NA,"-1,7",NA,NA,75,"0,184",NA,NA,NA,NA,NA,NA,NA,"-1,7",NA,NA,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rhincalanus,gigas,3,Copepoda,Marine,NA,NA,NA,NA,NA,NA,"1,09",NA,NA,75,"4,678,899,083",NA,NA,"0,51",75,"1,009,174,312",NA,NA,"0,11000",75,"0,697247706",NA,NA,"0,00760",75,"3,198,684,211",NA,NA,75,NA,NA,NA,NA,NA,NA,NA,NA,"0,4",NA,NA,NA,"-1,7",NA,NA,75,"0,035",NA,NA,NA,NA,NA,NA,NA,"-1,7",NA,NA,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rhincalanus,gigas,4,Copepoda,Marine,NA,NA,NA,NA,NA,NA,NA,"6,18","7,67",170,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0,4","0,5","-1,8",NA,NA,170,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rhincalanus,nasutus,1,Copepoda,Marine,NA,NA,NA,NA,NA,NA,"0,1",NA,NA,84,NA,NA,NA,NA,NA,"9,9",NA,NA,NA,84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42,NA,NA,106,NA,"0,39",NA,NA,NA,3,5,177,NA,NA,NA,NA,NA,"1,2",NA,NA,NA,3,5,177,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rhincalanus,nasutus,2,Copepoda,Marine,NA,NA,NA,NA,NA,NA,"0,529",NA,NA,177,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,NA,NA,126,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rhincalanus,nasutus,3,Copepoda,Marine,NA,NA,NA,NA,NA,NA,"0,165",NA,NA,195,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8,8","9,4",195,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rhincalanus,rostrifrons,NA,Copepoda,Marine,NA,NA,NA,NA,NA,NA,"0,09",NA,NA,195,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"17,6","23,3",195,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sapphirina,gemma,NA,Copepoda,Marine,NA,NA,NA,NA,NA,NA,"0,07",NA,NA,181,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1,28",NA,NA,NA,29,NA,NA,181,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Scaphocalanus,brevicornis,NA,Copepoda,Marine,Omnivore,146,"2,28",NA,NA,"77, 80",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Scaphocalanus,magnus,NA,Copepoda,Marine,Omnivore,146,"4,61",NA,NA,"77, 80","1,166",NA,NA,146,NA,NA,NA,NA,NA,"9,94",NA,NA,NA,146,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Scaphocalanus,medius,1,Copepoda,Marine,NA,NA,NA,NA,NA,NA,"1,062",NA,NA,146,NA,NA,NA,NA,NA,"7,41",NA,NA,NA,146,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Scaphocalanus,medius,2,Copepoda,Marine,NA,NA,NA,NA,NA,NA,"1,115",NA,NA,146,NA,NA,NA,NA,NA,"7,16",NA,NA,NA,146,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Scapholeberis,aurita,NA,Cladocera,Freshwater,NA,NA,NA,"0,9","1,5",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Scapholeberis,kingi,NA,Cladocera,Freshwater,NA,NA,NA,"0,52","0,84",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Scapholeberis,mucronata,NA,Cladocera,Freshwater,NA,NA,NA,"0,6",1,2,"0,011204436",NA,NA,"2,6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Scapholeberis,sp.,NA,Cladocera,Freshwater,Herbivore,1,"0,42",NA,NA,1,"0,0025279",NA,NA,"1,18,20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Scolecithricella,minor,1,Copepoda,Marine,Omnivore,93,"1,35",NA,NA,"77, 80","0,01663",NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Scolecithricella,minor,2,Copepoda,Marine,NA,NA,NA,NA,NA,NA,"0,447",NA,NA,146,NA,NA,NA,NA,NA,"8,58",NA,NA,NA,146,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Scolecithrix,bradyi,1,Copepoda,Marine,NA,NA,"1,68",NA,NA,165,"0,13",NA,NA,165,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0,77","5,94",NA,NA,"28,5",NA,NA,165,"0,099",NA,NA,NA,NA,NA,NA,NA,"28,5",NA,NA,165,"0,0206",NA,NA,NA,NA,NA,NA,NA,"28,5",NA,NA,165,"11,87",NA,NA,165
Scolecithrix,bradyi,2,Copepoda,Marine,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0,41","3,21",NA,NA,20,NA,NA,165,"0,054",NA,NA,NA,NA,NA,NA,NA,20,NA,NA,165,"0,0141",NA,NA,NA,NA,NA,NA,NA,20,NA,NA,165,NA,NA,NA,NA
Scottocalanus,securifrons,NA,Copepoda,Marine,NA,NA,NA,NA,NA,NA,"1,452",NA,NA,146,NA,NA,NA,NA,NA,"11,2",NA,NA,NA,146,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Senecella,calanoides,NA,Copepoda,Freshwater,OmniHerb,1,"1,98",NA,NA,1,"0,03782",NA,NA,"1,18,20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sida,crystallina,1,Cladocera,Freshwater,Herbivore,1,"1,47",NA,NA,1,"0,015",NA,NA,"1,18,20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sida,crystallina,2,Cladocera,Freshwater,Herbivore,19,NA,"2,15","2,95",2,"0,01225",NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sida,crystallina,3,Cladocera,Freshwater,NA,NA,"2,55",NA,NA,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sida,sp.,NA,Cladocera,Freshwater,Herbivore,1,"1,5",NA,NA,1,"0,015",NA,NA,"1,18,20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Simocephalus,acutifrons,NA,Cladocera,Freshwater,NA,NA,NA,2,"3,5",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Simocephalus,acutirostratus,NA,Cladocera,Freshwater,NA,NA,NA,"2,01","3,2",12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Simocephalus,exspinosus,NA,Cladocera,Freshwater,NA,NA,NA,2,"3,5",10,"0,059",NA,NA,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0,73",NA,NA,NA,25,NA,NA,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Simocephalus,obtusatus,NA,Cladocera,Freshwater,NA,NA,NA,"1,8","2,5",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Simocephalus,serrulatus,NA,Cladocera,Freshwater,Herbivore,1,"0,97",NA,NA,1,"0,0091405",NA,NA,"1,18,20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Simocephalus,sp.,NA,Cladocera,Freshwater,Herbivore,1,"0,9",NA,NA,1,"0,0080362",NA,NA,"1,18,20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"54,4",NA,NA,196,"12,4",NA,NA,196,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Simocephalus,vetulus,1,Cladocera,Freshwater,Herbivore,1,"0,6",NA,NA,1,"0,0040027",NA,NA,"1,18,20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0,36",NA,NA,NA,22,NA,NA,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Simocephalus,vetulus,2,Cladocera,Freshwater,NA,NA,NA,"1,4","2,3",2,"0,07",NA,NA,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Skistodiaptomus,oregonensis,1,Copepoda,Freshwater,Omnivore,1,"1,2",NA,NA,1,"0,0045644",NA,NA,"1,18,20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Skistodiaptomus,oregonensis,2,Copepoda,Freshwater,Omnivore,19,"1,26",NA,NA,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
