Submitted_name,Accepted_name,Accepted_TSN,Order,Family,Genus,Species
Dolophilodes sisko,Dolophilodes sisko,115325,Trichoptera,Philopotamidae,Dolophilodes,Dolophilodes sisko
Dolophilodessisko,Dolophilodes,115319,Trichoptera,Philopotamidae,Dolophilodes,NA
Doncricotopus,Doncricotopus,128680,Diptera,Chironomidae,Doncricotopus,NA
Doroneuria baumanni,Doroneuria baumanni,103123,Plecoptera,Perlidae,Doroneuria,Doroneuria baumanni
Doroneuria theodora,Doroneuria theodora,103122,Plecoptera,Perlidae,Doroneuria,Doroneuria theodora
Dromogomphus liatus,Dromogomphus spoliatus,101733,Odonata,Gomphidae,Dromogomphus,Dromogomphus spoliatus
Dromogomphus nosus,Dromogomphus spinosus,101732,Odonata,Gomphidae,Dromogomphus,Dromogomphus spinosus
Drunella coloradensisflavilinea,Drunella,101365,Ephemeroptera,Ephemerellidae,Drunella,NA
Drunella cornutacornutella,Drunella,101365,Ephemeroptera,Ephemerellidae,Drunella,NA
Drunella doddsi,Drunella doddsii,698494,Ephemeroptera,Ephemerellidae,Drunella,Drunella doddsii
Drunella doddsii,Drunella doddsii,698494,Ephemeroptera,Ephemerellidae,Drunella,Drunella doddsii
Drunella ndis,Drunella grandis,101370,Ephemeroptera,Ephemerellidae,Drunella,Drunella grandis
Drunella ndisnifera,Drunella,101365,Ephemeroptera,Ephemerellidae,Drunella,NA
Drunella nifera,Drunella spinifera,101385,Ephemeroptera,Ephemerellidae,Drunella,Drunella spinifera
Drunella pelosa,Drunella pelosa,568634,Ephemeroptera,Ephemerellidae,Drunella,Drunella pelosa
Dryopidae,Dryopidae,113999,Coleoptera,Dryopidae,NA,NA
Dubiraphia a,Dubiraphia,114126,Coleoptera,Elmidae,Dubiraphia,NA
Dubiraphia brevipennis,Dubiraphia brevipennis,114134,Coleoptera,Elmidae,Dubiraphia,Dubiraphia brevipennis
Dubiraphia minima,Dubiraphia minima,114133,Coleoptera,Elmidae,Dubiraphia,Dubiraphia minima
Dubiraphia robusta,Dubiraphia robusta,201002,Coleoptera,Elmidae,Dubiraphia,Dubiraphia robusta
Dytiscidae adult,Dytiscidae,111963,Coleoptera,Dytiscidae,NA,NA
Dytiscidae larvae,Dytiscidae,111963,Coleoptera,Dytiscidae,NA,NA
Dytiscinae,Dytiscidae,678851,Coleoptera,Dytiscidae,NA,NA
Dytiscus dauricus,Dytiscus dauricus,112135,Coleoptera,Dytiscidae,Dytiscus,Dytiscus dauricus
Ecclisocosmoecus scylla,Ecclisocosmoecus scylla,116342,Trichoptera,Limnephilidae,Ecclisocosmoecus,Ecclisocosmoecus scylla
Ecdyonurus criddlei,Ecdyonurus criddlei,698149,Ephemeroptera,Heptageniidae,Ecdyonurus,Ecdyonurus criddlei
Ecdyonurus simplicioides,Ecdyonurus simplicioides,698153,Ephemeroptera,Heptageniidae,Ecdyonurus,Ecdyonurus simplicioides
Ectemnia taeniatifrons,Ectemnia taeniatifrons,126665,Diptera,Simuliidae,Ectemnia,Ectemnia taeniatifrons
Ectopria nervosa,Ectopria nervosa,114088,Coleoptera,Psephenidae,Ectopria,Ectopria nervosa
Ectopria thoracica,Ectopria nervosa,114088,Coleoptera,Psephenidae,Ectopria,Ectopria nervosa
Edmundsius,Edmundsius,100994,Ephemeroptera,Siphlonuridae,Edmundsius,NA
Einfeldia a epler,Einfeldia,129459,Diptera,Chironomidae,Einfeldia,NA
Ellipteroides,Ellipteroides,NA,Diptera,Limoniidae,Ellipteroides,NA
Elophila,Elophila,117665,Lepidoptera,Crambidae,Elophila,NA
Empididae rai taxon 0001,Empididae,135830,Diptera,Empididae,NA,NA
Empididae rai taxon 0002,Empididae,135830,Diptera,Empididae,NA,NA
Empididaepupae,Empididae,135830,Diptera,Empididae,NA,NA
Enallagma cardenium,Enallagma coecum,592486,Odonata,Coenagrionidae,Enallagma,Enallagma coecum
Enallagma cyathigerum,Enallagma cyathigerum,102124,Odonata,Coenagrionidae,Enallagma,Enallagma cyathigerum
Enallagma daekii,Enallagma daeckii,102106,Odonata,Coenagrionidae,Enallagma,Enallagma daeckii
Enallagmaischnura,Coenagrionidae,102077,Odonata,Coenagrionidae,NA,NA
Endochironomus a,Endochironomus,129470,Diptera,Chironomidae,Endochironomus,NA
Endochironomus nicans,Endochironomus nigricans,129471,Diptera,Chironomidae,Endochironomus,Endochironomus nigricans
Endochironomus subtendens,Endochironomus subtendens,129474,Diptera,Chironomidae,Endochironomus,Endochironomus subtendens
Endochironomustribelos,Chironomidae,127917,Diptera,Chironomidae,NA,NA
Endotribelos herium,Endotribelos hesperium,130047,Diptera,Chironomidae,Endotribelos,Endotribelos hesperium
Enochrus collinus,Enochrus hamiltoni,112984,Coleoptera,Hydrophilidae,Enochrus,Enochrus hamiltoni
Enochrus consortus,Enochrus consortus,112989,Coleoptera,Hydrophilidae,Enochrus,Enochrus consortus
Enochrus cristatus,Enochrus cristatus,112988,Coleoptera,Hydrophilidae,Enochrus,Enochrus cristatus
Enochrus sayi,Enochrus sayi,112992,Coleoptera,Hydrophilidae,Enochrus,Enochrus sayi
Eocosmoecus schmidi,Eocosmoecus schmidi,568810,Trichoptera,Limnephilidae,Eocosmoecus,Eocosmoecus schmidi
Eoparargyractis floridalis,Eoparargyractis floridalis,555640,Lepidoptera,Crambidae,Eoparargyractis,Eoparargyractis floridalis
Epeorus deceptivusherus,Epeorus deceptivus,100632,Ephemeroptera,Heptageniidae,Epeorus,Epeorus deceptivus
Epeorus dir,Epeorus,100626,Ephemeroptera,Heptageniidae,Epeorus,Epeorus dispar
Epeorus ndirmagnus,Epeorus,100626,Ephemeroptera,Heptageniidae,Epeorus,NA
Epeorus ndis,Epeorus grandis,100635,Ephemeroptera,Heptageniidae,Epeorus,Epeorus grandis
Epeorus subpallidus,Epeorus subpallidus,100646,Ephemeroptera,Heptageniidae,Epeorus,Epeorus subpallidus
Ephemera blanda,Ephemera blanda,101528,Ephemeroptera,Ephemeridae,Ephemera,Ephemera blanda
Ephemerella catawba,Ephemerella catawba,101262,Ephemeroptera,Ephemerellidae,Ephemerella,Ephemerella catawba
Ephemerella doris,Eurylophella doris,568666,Ephemeroptera,Ephemerellidae,Eurylophella,Eurylophella doris
Ephemerella dorothea dorothea,Ephemerella dorothea,698505,Ephemeroptera,Ephemerellidae,Ephemerella,Ephemerella dorothea
Ephemerella dorothea infrequens,Ephemerella dorothea,698506,Ephemeroptera,Ephemerellidae,Ephemerella,Ephemerella dorothea
Ephemerella dorotheaexcrucians,Ephemerella,101233,Ephemeroptera,Ephemerellidae,Ephemerella,NA
Ephemerella hida,Ephemerella hispida,101280,Ephemeroptera,Ephemerellidae,Ephemerella,Ephemerella hispida
Ephemerella inermisinfrequens,Ephemerella,101233,Ephemeroptera,Ephemerellidae,Ephemerella,NA
Ephemerella velmae,Ephemerella velmae,101308,Ephemeroptera,Ephemerellidae,Ephemerella,Ephemerella velmae
Ephemerellaserratella,Serratella,101395,Ephemeroptera,Ephemerellidae,Serratella,NA
Epicordulia,Epitheca,102035,Odonata,Corduliidae,Epitheca,NA
Epicordulia princeps,Epitheca princeps,185985,Odonata,Corduliidae,Epitheca,Epitheca princeps
Epicordulia princeps regina,Epitheca princeps regina,206631,Odonata,Corduliidae,Epitheca,Epitheca princeps
Epicordulia regina,Epitheca princeps regina,206631,Odonata,Corduliidae,Epitheca,Epitheca princeps
Epitheca epicordulia,Epitheca,591871,Odonata,Corduliidae,Epitheca,NA
Epitheca nigera,Epitheca spinigera,185987,Odonata,Corduliidae,Epitheca,Epitheca spinigera
Epitheca princeps archaic,Epitheca princeps,185985,Odonata,Corduliidae,Epitheca,Epitheca princeps
Epitheca princeps princeps,Epitheca princeps,206630,Odonata,Corduliidae,Epitheca,Epitheca princeps
Epitheca princeps regina,Epitheca princeps,206631,Odonata,Corduliidae,Epitheca,Epitheca princeps
Epitheca tetragoneuria,Epitheca,591872,Odonata,Corduliidae,Epitheca,NA
Eretes sticticus,Eretes sticticus,728539,Coleoptera,Dytiscidae,Eretes,Eretes sticticus
Eriocera,Hexatoma,120094,Diptera,Tipulidae,Hexatoma,NA
Erythemis collacata,Erythemis collocata,101867,Odonata,Libellulidae,Erythemis,Erythemis collocata
Eubrianax edwardsi,Eubrianax edwardsii,708467,Coleoptera,Psephenidae,Eubrianax,Eubrianax edwardsii
Eubrianax edwardsii,Eubrianax edwardsii,708467,Coleoptera,Psephenidae,Eubrianax,Eubrianax edwardsii
Eucorethra underwoodi,Eucorethra underwoodi,125889,Diptera,Chaoboridae,Eucorethra,Eucorethra underwoodi
Eukiefferiella brehmi,Eukiefferiella brehmi,128704,Diptera,Chironomidae,Eukiefferiella,Eukiefferiella brehmi
Eukiefferiella brevicalcar,Eukiefferiella brevicalcar,128703,Diptera,Chironomidae,Eukiefferiella,Eukiefferiella brevicalcar
Eukiefferiella cei,Eukiefferiella,128689,Diptera,Chironomidae,Eukiefferiella,NA
Eukiefferiella cei,Eukiefferiella gracei,128705,Diptera,Chironomidae,Eukiefferiella,Eukiefferiella gracei
Eukiefferiella discoloripes,Eukiefferiella discoloripes,128699,Diptera,Chironomidae,Eukiefferiella,Eukiefferiella discoloripes
Eukiefferiella pseudomontana,Eukiefferiella pseudomontana,128706,Diptera,Chironomidae,Eukiefferiella,Eukiefferiella pseudomontana
Eukiefferiella similis,Eukiefferiella similis,553084,Diptera,Chironomidae,Eukiefferiella,Eukiefferiella similis
Eukiefferiella tirolensis,Eukiefferiella tirolensis,128689,Diptera,Chironomidae,Eukiefferiella,Eukiefferiella tirolensis
Eukiefferiellatvetenia,Chironomidae,127917,Diptera,Chironomidae,NA,NA
Eulimnichus,Eulimnichus,193698,Coleoptera,Limnichidae,Eulimnichus,NA
Euryhapsis,Euryhapsis,128707,Diptera,Chironomidae,Euryhapsis,NA
Eurylophella lodi,Eurylophella lodi,568637,Ephemeroptera,Ephemerellidae,Eurylophella,Eurylophella lodi
Fallceon quilleri formerly baetis,Fallceon quilleri,568601,Ephemeroptera,Baetidae,Fallceon,Fallceon quilleri
Farrodes texanus,Farrodes texanus,568655,Ephemeroptera,Leptophlebiidae,Farrodes,Farrodes texanus
Ferrisia,Ferrisia,200917,Hemiptera,Pseudococcidae,Ferrisia,NA
Fissimentum,Fissimentum,NA,Diptera,Chironomidae,Fissimentum,NA
Fittkauimyia,Fittkauimyia,206647,Diptera,Chironomidae,Fittkauimyia,NA
Fittkauimyia serta,Fittkauimyia serta,206648,Diptera,Chironomidae,Fittkauimyia,Fittkauimyia serta
Forcipomyiinae,Ceratopogonidae,127112,Diptera,Ceratopogonidae,NA,NA
Frenesia difficilis,Frenesia difficilis,116305,Trichoptera,Limnephilidae,Frenesia,Frenesia difficilis
Frenesia missa,Frenesia missa,116304,Trichoptera,Limnephilidae,Frenesia,Frenesia missa
Georyssidae,Georyssidae,112753,Coleoptera,Georyssidae,NA,NA
Geranomyia,Limonia,119704,Diptera,Tipulidae,Limonia,NA
Gillotia alboviridis,Gillotia alboviridis,129481,Diptera,Chironomidae,Gillotia,Gillotia alboviridis
Glossosoma intermedia,Glossosoma intermedium,117162,Trichoptera,Glossosomatidae,Glossosoma,Glossosoma intermedium
Glossosoma nior,Glossosoma nigrior,117164,Trichoptera,Glossosomatidae,Glossosoma,Glossosoma nigrior
Glyphopsyche irrorata,Glyphopsyche irrorata,116031,Trichoptera,Limnephilidae,Glyphopsyche,Glyphopsyche irrorata
Glyptotendipes b epler,Glyptotendipes,129483,Diptera,Chironomidae,Glyptotendipes,NA
Glyptotendipes testaceus,Glyptotendipes testaceus,129499,Diptera,Chironomidae,Glyptotendipes,Glyptotendipes testaceus
Goeldichironomus amazonicus,Goeldichironomus amazonicus,206650,Diptera,Chironomidae,Goeldichironomus,Goeldichironomus amazonicus
Goeldichironomus carus,Goeldichironomus carus,129508,Diptera,Chironomidae,Goeldichironomus,Goeldichironomus carus
Goeldichironomus cf natans,Goeldichironomus natans,206652,Diptera,Chironomidae,Goeldichironomus,Goeldichironomus natans
Goeldichironomus fluctuans,Goeldichironomus fluctuans,206651,Diptera,Chironomidae,Goeldichironomus,Goeldichironomus fluctuans
Goeldichironomus natans,Goeldichironomus natans,206652,Diptera,Chironomidae,Goeldichironomus,Goeldichironomus natans
Goera fuscula,Goera fuscula,116429,Trichoptera,Goeridae,Goera,Goera fuscula
Gomphoides,Gomphoides,101765,Odonata,Gomphidae,Gomphoides,NA
Gomphurus,Gomphus,101665,Odonata,Gomphidae,Gomphus,NA
Gomphurus modestus,Gomphus modestus,592859,Odonata,Gomphidae,Gomphus,Gomphus modestus
Gomphus catus,Gomphus spicatus,101714,Odonata,Gomphidae,Gomphus,Gomphus spicatus
Gomphus slinellus,Gomphus graslinellus,101700,Odonata,Gomphidae,Gomphus,Gomphus graslinellus
Guttipelopia guttipennis,Guttipelopia guttipennis,128162,Diptera,Chironomidae,Guttipelopia,Guttipelopia guttipennis
Gymnochthebius nitidus,Gymnochthebius nitidus,193639,Coleoptera,Hydraenidae,Gymnochthebius,Gymnochthebius nitidus
Gymnometiocnemus,Gymnometriocnemus,128718,Diptera,Chironomidae,Gymnometriocnemus,NA
Gyretes sinuatus,Gyretes sinuatus,112709,Coleoptera,Gyrinidae,Gyretes,Gyretes sinuatus
Gyrinus aeneolus,Gyrinus aeneolus,112661,Coleoptera,Gyrinidae,Gyrinus,Gyrinus aeneolus
Gyrinus aquiris,Gyrinus aquiris,112691,Coleoptera,Gyrinidae,Gyrinus,Gyrinus aquiris
Gyrinus bifarius,Gyrinus bifarius,112690,Coleoptera,Gyrinidae,Gyrinus,Gyrinus bifarius
Gyrinus dichrous,Gyrinus dichrous,112687,Coleoptera,Gyrinidae,Gyrinus,Gyrinus dichrous
Gyrinus latilimbus,Gyrinus latilimbus,112680,Coleoptera,Gyrinidae,Gyrinus,Gyrinus latilimbus
Gyrinus lecontei,Gyrinus lecontei,112679,Coleoptera,Gyrinidae,Gyrinus,Gyrinus lecontei
Gyrinus maculiventris,Gyrinus maculiventris,112662,Coleoptera,Gyrinidae,Gyrinus,Gyrinus maculiventris
Gyrinus marginellus,Gyrinus marginellus,112678,Coleoptera,Gyrinidae,Gyrinus,Gyrinus marginellus
Gyrinus pectoralis,Gyrinus pectoralis,112675,Coleoptera,Gyrinidae,Gyrinus,Gyrinus pectoralis
Gyrinus pleuralis,Gyrinus pleuralis,112673,Coleoptera,Gyrinidae,Gyrinus,Gyrinus pleuralis
Gyrinus ventralis,Gyrinus ventralis,112669,Coleoptera,Gyrinidae,Gyrinus,Gyrinus ventralis
Gyrinus woodruffi,Gyrinus woodruffi,112700,Coleoptera,Gyrinidae,Gyrinus,Gyrinus woodruffi
Hagenella canadensis,Hagenella canadensis,115904,Trichoptera,Phryganeidae,Hagenella,Hagenella canadensis
Halesochila taylori,Halesochila taylori,116307,Trichoptera,Limnephilidae,Halesochila,Halesochila taylori
Haliplus borealis,Haliplus borealis,111878,Coleoptera,Haliplidae,Haliplus,Haliplus borealis
Haliplus connexus,Haliplus connexus,111886,Coleoptera,Haliplidae,Haliplus,Haliplus connexus
Haliplus fasciatus,Haliplus fasciatus,111872,Coleoptera,Haliplidae,Haliplus,Haliplus fasciatus
Haliplus triopsis,Haliplus triopsis,111877,Coleoptera,Haliplidae,Haliplus,Haliplus triopsis
Haploperla chilnualna,Haploperla chilnualna,103267,Plecoptera,Chloroperlidae,Haploperla,Haploperla chilnualna
Harnischia complex gen b epler,Harnischia,129516,Diptera,Chironomidae,Harnischia,NA
Hayesomyia,Hayesomyia,128236,Diptera,Chironomidae,Hayesomyia,NA
Hedriodiscus,Hedriodiscus,130488,Diptera,Stratiomyidae,Hedriodiscus,NA
Hedriodiscusodontomyia,Stratiomyidae,130150,Diptera,Stratiomyidae,NA,NA
Heleniella ornaticollis,Heleniella ornaticollis,128730,Diptera,Chironomidae,Heleniella,Heleniella ornaticollis
Heleomyzidae,Heleomyzidae,145445,Diptera,Heleomyzidae,NA,NA
Helichus columbianus,Helichus striatus foveatus,114019,Coleoptera,Dryopidae,Helichus,Helichus striatus foveatus
Helichuspelonomus,Dryopidae,113999,Coleoptera,Dryopidae,NA,NA
Helicopsyche piora,Helicopsyche piora,117024,Trichoptera,Helicopsychidae,Helicopsyche,Helicopsyche piora
Helochares normatus,Helochares normatus,722315,Coleoptera,Hydrophilidae,Helochares,Helochares normatus
Helocordulia selysi,Helocordulia selysii,101879,Odonata,Corduliidae,Helocordulia,Helocordulia selysii
Helodon,Helodon,126703,Diptera,Simuliidae,Helodon,NA
Helodonprosimulium,Simuliidae,126640,Diptera,Simuliidae,NA,NA
Helophorus lacustris,Helophorus lacustris,113113,Coleoptera,Helophoridae,Helophorus,Helophorus lacustris
Helophorus lineatus,Helophorus lineatus,113119,Coleoptera,Helophoridae,Helophorus,Helophorus lineatus
Helophorus ndis,Helophorus grandis,113111,Coleoptera,Hydrophilidae,Helophorus,Helophorus grandis
Helophorus nitiduloides,Helophorus nitiduloides,113121,Coleoptera,Helophoridae,Helophorus,Helophorus nitiduloides
Helophorus orchymonti,Helophorus orchymonti,113129,Coleoptera,Helophoridae,Helophorus,Helophorus orchymonti
Helophorus orientalis,Helophorus orientalis,113130,Coleoptera,Helophoridae,Helophorus,Helophorus orientalis
Helophorus sempervarians,Helophorus sempervarians,113132,Coleoptera,Helophoridae,Helophorus,Helophorus sempervarians
Helopicus bogaloosa,Helopicus bogaloosa,103087,Plecoptera,Perlodidae,Helopicus,Helopicus bogaloosa
Helopicus nalatus,Helopicus nalatus,103086,Plecoptera,Perlodidae,Helopicus,Helopicus nalatus
Hemerodromia p,Hemerodromia,136327,Diptera,Empididae,Hemerodromia,NA
Hemerodromiinae,Empididae,136290,Diptera,Empididae,NA,NA
Hemiptera,Hemiptera,103359,Hemiptera,NA,NA,NA
Heptagenianixe,Heptageniidae,100504,Ephemeroptera,Heptageniidae,NA,NA
Heraon,Hesperagrion,181187,Odonata,Coenagrionidae,Hesperagrion,NA
Heraon heterodoxum,Hesperagrion heterodoxum,592496,Odonata,Coenagrionidae,Hesperagrion,Hesperagrion heterodoxum
Heroconopa,Hesperoconopa,120732,Diptera,Tipulidae,Hesperoconopa,NA
Heroconopa dolichophallus,Hesperoconopa dolichophallus,120737,Diptera,Tipulidae,Hesperoconopa,Hesperoconopa dolichophallus
Herocorixa atopodonta,Hesperocorixa atopodonta,103453,Hemiptera,Corixidae,Hesperocorixa,Hesperocorixa atopodonta
Herocorixa kennicotti,Hesperocorixa kennicottii,1089466,Hemiptera,Corixidae,Hesperocorixa,Hesperocorixa kennicottii
Herocorixa laevigata,Hesperocorixa laevigata,103452,Hemiptera,Corixidae,Hesperocorixa,Hesperocorixa laevigata
Herocorixa michiganensis,Hesperocorixa michiganensis,103455,Hemiptera,Corixidae,Hesperocorixa,Hesperocorixa michiganensis
Herocorixa minorella,Hesperocorixa minorella,103456,Hemiptera,Corixidae,Hesperocorixa,Hesperocorixa minorella
Herocorixa nitida,Hesperocorixa nitida,103449,Hemiptera,Corixidae,Hesperocorixa,Hesperocorixa nitida
Herocorixa obliqua,Hesperocorixa obliqua,103451,Hemiptera,Corixidae,Hesperocorixa,Hesperocorixa obliqua
Herocorixa semilucida,Hesperocorixa semilucida,103463,Hemiptera,Corixidae,Hesperocorixa,Hesperocorixa semilucida
Herocorixa vulgaris,Hesperocorixa vulgaris,103450,Hemiptera,Corixidae,Hesperocorixa,Hesperocorixa vulgaris
Heroperla,Hesperoperla,102971,Plecoptera,Perlidae,Hesperoperla,NA
Heroperla hoguei,Hesperoperla hoguei,102974,Plecoptera,Perlidae,Hesperoperla,Hesperoperla hoguei
Heroperla pacifica,Hesperoperla pacifica,102972,Plecoptera,Perlidae,Hesperoperla,Hesperoperla pacifica
Herophylax,Hesperophylax,116001,Trichoptera,Limnephilidae,Hesperophylax,NA
Herophylax designatus,Hesperophylax designatus,116008,Trichoptera,Limnephilidae,Hesperophylax,Hesperophylax designatus
Heterocloeon amplum,Heterocloeon amplum,776946,Ephemeroptera,Baetidae,Heterocloeon,Heterocloeon amplum
Heterocloeon anoka,Iswaeon anoka,776948,Ephemeroptera,Baetidae,Iswaeon,Iswaeon anoka
Heterocloeon jubilatum,Heterocloeon,100794,Ephemeroptera,Baetidae,Heterocloeon,NA
Heteroptera,Hemiptera,103358,Hemiptera,NA,NA,NA
Heterosternuta diversicornis,Heterosternuta diversicornis,728359,Coleoptera,Dytiscidae,Heterosternuta,Heterosternuta diversicornis
Heterosternuta opposituswickhami,Heterosternuta,728249,Coleoptera,Dytiscidae,Heterosternuta,NA
Heterotanytarsus,Heterotanytarsus,128734,Diptera,Chironomidae,Heterotanytarsus,NA
Heterotrissocladius c saether,Heterotrissocladius,128737,Diptera,Chironomidae,Heterotrissocladius,NA
Heterotrissocladius caldwellboltoni,Heterotrissocladius,128737,Diptera,Chironomidae,Heterotrissocladius,NA
Heterotrissocladius marcidus,Heterotrissocladius marcidus,128744,Diptera,Chironomidae,Heterotrissocladius,Heterotrissocladius marcidus
Heterotrissocladius subpilosa,Heterotrissocladius subpilosus,128746,Diptera,Chironomidae,Heterotrissocladius,Heterotrissocladius subpilosus
Heterotrissocladius subpilosus,Heterotrissocladius subpilosus,128746,Diptera,Chironomidae,Heterotrissocladius,Heterotrissocladius subpilosus
Himalopsyche phryganea,Himalopsyche phryganea,608146,Trichoptera,Rhyacophilidae,Himalopsyche,Himalopsyche phryganea
Holocentropus,Holocentropus,568770,Trichoptera,Polycentropodidae,Holocentropus,NA
Holorusia hera,Holorusia hera,118890,Diptera,Tipulidae,Holorusia,Holorusia hera
Homoeoneuria ammophila,Homoeoneuria ammophila,101038,Ephemeroptera,Oligoneuriidae,Homoeoneuria,Homoeoneuria ammophila
Hybomitratabanus,Tabanidae,130934,Diptera,Tabanidae,NA,NA
Hydatophylax herus,Hydatophylax hesperus,115998,Trichoptera,Limnephilidae,Hydatophylax,Hydatophylax hesperus
Hydatophylaxpycnopsyche,Limnephilidae,115933,Trichoptera,Limnephilidae,NA,NA
Hydraena marginicollis,Hydraena marginicollis,112765,Coleoptera,Hydraenidae,Hydraena,Hydraena marginicollis
Hydraena vandykei,Hydraena vandykei,112759,Coleoptera,Hydraenidae,Hydraena,Hydraena vandykei
Hydrobaenus pilipes,Hydrobaenus pilipes,128764,Diptera,Chironomidae,Hydrobaenus,Hydrobaenus pilipes
Hydrocanthus oblongus,Hydrocanthus oblongus,112624,Coleoptera,Noteridae,Hydrocanthus,Hydrocanthus oblongus
Hydrochara ngleri,Hydrochara spangleri,722333,Coleoptera,Hydrophilidae,Hydrochara,Hydrochara spangleri
Hydrochara obtusata,Hydrochara obtusata,113193,Coleoptera,Hydrophilidae,Hydrochara,Hydrochara obtusata
Hydrochara simula,Hydrochara simula,113194,Coleoptera,Hydrophilidae,Hydrochara,Hydrochara simula
Hydrochidae,Hydrochidae,722226,Coleoptera,Hydrochidae,NA,NA
Hydrochus neosquamifer,Hydrochus neosquamifer,113173,Coleoptera,Hydrochidae,Hydrochus,Hydrochus neosquamifer
Hydrochus pseudosquamifer,Hydrochus pseudosquamifer,113170,Coleoptera,Hydrochidae,Hydrochus,Hydrochus pseudosquamifer
Hydrochus scabratus,Hydrochus scabratus,113171,Coleoptera,Hydrochidae,Hydrochus,Hydrochus scabratus
Hydrochus subcupreus,Hydrochus subcupreus,113174,Coleoptera,Hydrochidae,Hydrochus,Hydrochus subcupreus
Hydrocolus paugus,Hydrocolus paugus,728374,Coleoptera,Dytiscidae,Hydrocolus,Hydrocolus paugus
Hydrocolus stagnalis,Hydrocolus stagnalis,728380,Coleoptera,Dytiscidae,Hydrocolus,Hydrocolus stagnalis
Hydrophiloidea,Coleoptera,112752,Coleoptera,NA,NA,NA
Hydroporinae,Dytiscidae,678402,Coleoptera,Dytiscidae,NA,NA
Hydroporini,Dytiscidae,728229,Coleoptera,Dytiscidae,NA,NA
Hydroporus dichorous,Hydroporus dichrous,112477,Coleoptera,Dytiscidae,Hydroporus,Hydroporus dichrous
Hydroporus rufinasus,Hydroporus rufinasus,112472,Coleoptera,Dytiscidae,Hydroporus,Hydroporus rufinasus
Hydroporus striola,Hydroporus striola,112468,Coleoptera,Dytiscidae,Hydroporus,Hydroporus striola
Hydropsyche rna,Hydropsyche,115453,Trichoptera,Hydropsychidae,Hydropsyche,NA
Hydropsyche rna,Ceratopsyche sparna,115589,Trichoptera,Hydropsychidae,Ceratopsyche,Ceratopsyche sparna
Hydropsyche slossonae,Ceratopsyche slossonae,115586,Trichoptera,Hydropsychidae,Ceratopsyche,Ceratopsyche slossonae
Hydropsyche slossonae,Hydropsyche slossonae,115587,Trichoptera,Hydropsychidae,Hydropsyche,Ceratopsyche slossonae
Hydropsychinae,Hydropsychidae,598191,Trichoptera,Hydropsychidae,NA,NA
Hydroptila tulata,Hydroptila spatulata,115652,Trichoptera,Hydroptilidae,Hydroptila,Hydroptila spatulata
Hydrosmittia,Pseudosmittia,129071,Diptera,Chironomidae,Pseudosmittia,NA
Hydrotrupes palpalis,Hydrotrupes palpalis,112598,Coleoptera,Dytiscidae,Hydrotrupes,Hydrotrupes palpalis
Hydrovatus pustulatus,Hydrovatus pustulatus,112259,Coleoptera,Dytiscidae,Hydrovatus,Hydrovatus pustulatus
Hylogomphus geminatus,Gomphus geminatus,101668,Odonata,Gomphidae,Gomphus,Gomphus geminatus
Hyporhygma,Hyporhygma,129520,Diptera,Chironomidae,Hyporhygma,NA
Hyporhygma quadripunctatus,Hyporhygma quadripunctatus,129521,Diptera,Chironomidae,Hyporhygma,Hyporhygma quadripunctatus
Hytus dissimilis,Hygrotus dissimilis,112213,Coleoptera,Dytiscidae,Hygrotus,Hygrotus dissimilis
Hytus farctus,Hygrotus farctus,112227,Coleoptera,Dytiscidae,Hygrotus,Hygrotus farctus
Hytus intermedius,Hygrotus intermedius,112220,Coleoptera,Dytiscidae,Hygrotus,Hygrotus intermedius
Hytus laccophilinus,Hygrotus laccophilinus,112219,Coleoptera,Dytiscidae,Hygrotus,Hygrotus laccophilinus
Hytus nubilus,Hygrotus nubilus,112217,Coleoptera,Dytiscidae,Hygrotus,Hygrotus nubilus
Hytus sayi,Hygrotus sayi,112205,Coleoptera,Dytiscidae,Hygrotus,Hygrotus sayi
Ilybiosoma seriatum,Ilybiosoma seriatum,728288,Coleoptera,Dytiscidae,Ilybiosoma,Ilybiosoma seriatum
Ilybius fraterculus,Ilybius fraterculus,112182,Coleoptera,Dytiscidae,Ilybius,Ilybius fraterculus
Ilybius ignarus,Ilybius ignarus,112193,Coleoptera,Dytiscidae,Ilybius,Ilybius ignarus
Ischnura ramburi,Ischnura ramburii,102084,Odonata,Coenagrionidae,Ischnura,Ischnura ramburii
Isogenoides hansoni,Isogenoides hansoni,568754,Plecoptera,Perlodidae,Isogenoides,Isogenoides hansoni
Isonychia sicca gp,Isonychia sicca,101062,Ephemeroptera,Isonychiidae,Isonychia,Isonychia sicca
Isoperla acula,Isoperla acula,103047,Plecoptera,Perlodidae,Isoperla,Isoperla acula
Isoperla adunca,Isoperla adunca,103048,Plecoptera,Perlodidae,Isoperla,Isoperla adunca
Isoperla holochlora,Isoperla holochlora,103020,Plecoptera,Perlodidae,Isoperla,Isoperla holochlora
Isoperla namata,Isoperla namata,103017,Plecoptera,Perlodidae,Isoperla,Isoperla namata
Isoperla sobria,Isoperla sobria,103037,Plecoptera,Perlodidae,Isoperla,Isoperla sobria
Iswaeon anoka,Iswaeon anoka,776948,Ephemeroptera,Baetidae,Iswaeon,Iswaeon anoka
Kloosia,Kloosia,NA,Diptera,Chironomidae,Kloosia,NA
Kloosia dorsenna,Kloosia dorsenna,NA,Diptera,Chironomidae,Kloosia,Kloosia dorsenna
Kloosiaharnischia,Chironomidae,127917,Diptera,Chironomidae,NA,NA
