Submitted_name,Accepted_name,Accepted_TSN,Order,Family,Genus,Species
Neoscutopterus,Neoscutopterus,112311,Coleoptera,Dytiscidae,Neoscutopterus,NA
Neoscutopterus angustus,Neoscutopterus angustus,112313,Coleoptera,Dytiscidae,Neoscutopterus,Neoscutopterus angustus
Neoscutopterus hornii,Neoscutopterus hornii,112312,Coleoptera,Dytiscidae,Neoscutopterus,Neoscutopterus hornii
Optioservus canus,Optioservus canus,114179,Coleoptera,Elmidae,Optioservus,Optioservus canus
Optioservus cryophilus,Optioservus immunis,114184,Coleoptera,Elmidae,Optioservus,Optioservus immunis
Optioservus immunis,Optioservus immunis,114184,Coleoptera,Elmidae,Optioservus,Optioservus immunis
Optioservus ozarkensis,Optioservus sandersoni,114189,Coleoptera,Elmidae,Optioservus,Optioservus sandersoni
Optioservus pecosensis,Optioservus divergens,114178,Coleoptera,Elmidae,Optioservus,Optioservus divergens
Optioservus quadrimaculatus,Optioservus quadrimaculatus,114180,Coleoptera,Elmidae,Optioservus,Optioservus quadrimaculatus
Optioservus sandersoni,Optioservus sandersoni,114189,Coleoptera,Elmidae,Optioservus,Optioservus sandersoni
Ordobrevia nubifera,Ordobrevia nubifer,1064765,Coleoptera,Elmidae,Ordobrevia,Ordobrevia nubifer
Oreodytes laevis,Oreodytes laevis,728442,Coleoptera,Dytiscidae,Oreodytes,Oreodytes laevis
Oreodytes scitulus,Oreodytes scitulus,728447,Coleoptera,Dytiscidae,Oreodytes,Oreodytes scitulus
Oreodytes snoqualmie,Oreodytes snoqualmie,728449,Coleoptera,Dytiscidae,Oreodytes,Oreodytes snoqualmie
Oulimnius latiusculus,Oulimnius latiusculus,114245,Coleoptera,Elmidae,Oulimnius,Oulimnius latiusculus
Paracymus confusus,Paracymus confusus,112914,Coleoptera,Hydrophilidae,Paracymus,Paracymus confusus
Paracymus lodingi,Paracymus lodingi,112918,Coleoptera,Hydrophilidae,Paracymus,Paracymus lodingi
Paracymus nanus,Paracymus nanus,193659,Coleoptera,Hydrophilidae,Paracymus,Paracymus nanus
Paracymus subcupreus,Paracymus subcupreus,112910,Coleoptera,Hydrophilidae,Paracymus,Paracymus subcupreus
Phanocerus,Phanocerus,114200,Coleoptera,Elmidae,Phanocerus,NA
Phanocerus clavicornis,Phanocerus clavicornis,114201,Coleoptera,Elmidae,Phanocerus,Phanocerus clavicornis
Promoresia tardella,Optioservus tardellus,1065306,Coleoptera,Elmidae,Optioservus,Optioservus tardellus
Rhizelmis nigra,Rhizelmis nigra,114199,Coleoptera,Elmidae,Rhizelmis,Rhizelmis nigra
Sanfilippodytes pseudovilis,Sanfilippodytes pseudovilis,728468,Coleoptera,Dytiscidae,Sanfilippodytes,Sanfilippodytes pseudovilis
Stenelmis antennalis,Stenelmis antennalis,114117,Coleoptera,Elmidae,Stenelmis,Stenelmis antennalis
Stenelmis beameri,Stenelmis beameri,114099,Coleoptera,Elmidae,Stenelmis,Stenelmis beameri
Stenelmis calida,Stenelmis calida,114096,Coleoptera,Elmidae,Stenelmis,Stenelmis calida
Stenelmis concinna,Stenelmis concinna,114101,Coleoptera,Elmidae,Stenelmis,Stenelmis concinna
Stenelmis convexula,Stenelmis bicarinata,114100,Coleoptera,Elmidae,Stenelmis,Stenelmis bicarinata
Stenelmis decorata,Stenelmis decorata,114104,Coleoptera,Elmidae,Stenelmis,Stenelmis decorata
Stenelmis douglasensis,Stenelmis douglasensis,114119,Coleoptera,Elmidae,Stenelmis,Stenelmis douglasensis
Stenelmis exigua,Stenelmis exigua,114116,Coleoptera,Elmidae,Stenelmis,Stenelmis exigua
Stenelmis exilis,Stenelmis exilis,114120,Coleoptera,Elmidae,Stenelmis,Stenelmis exilis
Stenelmis fuscata,Stenelmis fuscata,114121,Coleoptera,Elmidae,Stenelmis,Stenelmis fuscata
Stenelmis grossa,Stenelmis grossa,114122,Coleoptera,Elmidae,Stenelmis,Stenelmis grossa
Stenelmis humerosa,Stenelmis humerosa,114105,Coleoptera,Elmidae,Stenelmis,Stenelmis humerosa
Stenelmis hungerfordi,Stenelmis hungerfordi,114106,Coleoptera,Elmidae,Stenelmis,Stenelmis hungerfordi
Stenelmis knobeli,Stenelmis knobeli,114124,Coleoptera,Elmidae,Stenelmis,Stenelmis knobeli
Stenelmis lateralis,Stenelmis lateralis,114107,Coleoptera,Elmidae,Stenelmis,Stenelmis lateralis
Stenelmis lignicola,Stenelmis lignicola,193726,Coleoptera,Elmidae,Stenelmis,Stenelmis lignicola
Stenelmis markeli,Stenelmis bicarinata,114100,Coleoptera,Elmidae,Stenelmis,Stenelmis bicarinata
Stenelmis musgravei,Stenelmis musgravei,114111,Coleoptera,Elmidae,Stenelmis,Stenelmis musgravei
Stenelmis occidentalis,Stenelmis occidentalis,193728,Coleoptera,Elmidae,Stenelmis,Stenelmis occidentalis
Stenelmis quadrimaculata,Stenelmis quadrimaculata,114123,Coleoptera,Elmidae,Stenelmis,Stenelmis quadrimaculata
Stenelmis sandersoni,Stenelmis sandersoni,114112,Coleoptera,Elmidae,Stenelmis,Stenelmis sandersoni
Stenelmis sinuata,Stenelmis sinuata,114114,Coleoptera,Elmidae,Stenelmis,Stenelmis sinuata
Stenelmis vittipennis,Stenelmis bicarinata,114100,Coleoptera,Elmidae,Stenelmis,Stenelmis bicarinata
Stenelmis xylonastis,Stenelmis xylonastis,193730,Coleoptera,Elmidae,Stenelmis,Stenelmis xylonastis
Stictotarsus griseostriatus,Stictotarsus griseostriatus,728483,Coleoptera,Dytiscidae,Stictotarsus,Stictotarsus griseostriatus
Drunella flavilinea,Drunella flavilinea,101392,Ephemeroptera,Ephemerellidae,Drunella,Drunella flavilinea
Tropisternus natator,Tropisternus natator,112948,Coleoptera,Hydrophilidae,Tropisternus,Tropisternus natator
Tropisternus quadristriatus,Tropisternus quadristriatus,112962,Coleoptera,Hydrophilidae,Tropisternus,Tropisternus quadristriatus
Uvarus lacustris,Uvarus lacustris,112578,Coleoptera,Dytiscidae,Uvarus,Uvarus lacustris
Uvarus subtilis,Uvarus subtilis,193571,Coleoptera,Dytiscidae,Uvarus,Uvarus subtilis
Zaitzevia thermae,Zaitzevia thermae,945803,Coleoptera,Elmidae,Zaitzevia,Zaitzevia thermae
Zaitzevia parvulus,Zaitzevia parvula parvula,945839,Coleoptera,Elmidae,Zaitzevia,Zaitzevia parvula parvula
Alotanypus,Alotanypus,206646,Diptera,Chironomidae,Alotanypus,NA
Arctopelopia,Arctopelopia,128124,Diptera,Chironomidae,Arctopelopia,NA
Ephemerella berneri,Tsalia berneri,776982,Ephemeroptera,Ephemerellidae,Tsalia,Tsalia berneri
Nectopsyche exquisita,Nectopsyche exquisita,116659,Trichoptera,Leptoceridae,Nectopsyche,Nectopsyche exquisita
Hydropsyche cheilonis,Ceratopsyche cheilonis,115599,Trichoptera,Hydropsychidae,Ceratopsyche,Ceratopsyche cheilonis
Eurylophella verisimilis,Eurylophella verisimilis,185971,Ephemeroptera,Ephemerellidae,Eurylophella,Eurylophella verisimilis
Hydropsyche elissoma,Hydropsyche elissoma,115488,Trichoptera,Hydropsychidae,Hydropsyche,Hydropsyche elissoma
Agapetus alabamensis,Agapetus alabamensis,117142,Trichoptera,Glossosomatidae,Agapetus,Agapetus alabamensis
Agapetus artesus,Agapetus artesus,117143,Trichoptera,Glossosomatidae,Agapetus,Agapetus artesus
Agapetus avitus,Agapetus avitus,117128,Trichoptera,Glossosomatidae,Agapetus,Agapetus avitus
Agapetus montanus,Agapetus montanus,117150,Trichoptera,Glossosomatidae,Agapetus,Agapetus montanus
Agapetus rossi,Agapetus rossi,117135,Trichoptera,Glossosomatidae,Agapetus,Agapetus rossi
Cyphomella,Cyphomella,129405,Diptera,Chironomidae,Cyphomella,NA
Allomyia acanthis,Allomyia acanthis,116451,Trichoptera,Apataniidae,Allomyia,Allomyia acanthis
Allomyia bifosa,Allomyia bifosa,116453,Trichoptera,Apataniidae,Allomyia,Allomyia bifosa
Anagapetus debilis,Anagapetus debilis,117156,Trichoptera,Glossosomatidae,Anagapetus,Anagapetus debilis
Arctopsyche ladogensis,Arctopsyche ladogensis,115534,Trichoptera,Hydropsychidae,Arctopsyche,Arctopsyche ladogensis
Athripsodes,Athripsodes,116685,Trichoptera,Leptoceridae,Athripsodes,NA
Acentrella ampla,Heterocloeon amplum,776946,Ephemeroptera,Baetidae,Heterocloeon,Heterocloeon amplum
Acentrella feropagus,Acentrella feropagus,609529,Ephemeroptera,Baetidae,Acentrella,Acentrella feropagus
Brachycentridae,Brachycentridae,116905,Trichoptera,Brachycentridae,NA,NA
Ameletus andersoni,Ameletus andersoni,568564,Ephemeroptera,Ameletidae,Ameletus,Ameletus andersoni
Ameletus celer,Ameletus celer,101019,Ephemeroptera,Ameletidae,Ameletus,Ameletus celer
Ameletus ludens,Ameletus ludens,101010,Ephemeroptera,Ameletidae,Ameletus,Ameletus ludens
Ameletus minimus,Ameletus minimus,609525,Ephemeroptera,Ameletidae,Ameletus,Ameletus minimus
Ameletus oregonensis,Ameletus oregonensis,101011,Ephemeroptera,Ameletidae,Ameletus,Ameletus oregonensis
Brachycentrus incanus,Brachycentrus incanus,116919,Trichoptera,Brachycentridae,Brachycentrus,Brachycentrus incanus
Ameletus sparsatus,Ameletus sparsatus,101013,Ephemeroptera,Ameletidae,Ameletus,Ameletus sparsatus
Ameletus tarteri,Ameletus tarteri,609527,Ephemeroptera,Ameletidae,Ameletus,Ameletus tarteri
Ameletus velox,Ameletus velox,101003,Ephemeroptera,Ameletidae,Ameletus,Ameletus velox
Amercaenis ridens,Amercaenis ridens,568623,Ephemeroptera,Caenidae,Amercaenis,Amercaenis ridens
Americabaetis pleturus,Americabaetis pleturus,568576,Ephemeroptera,Baetidae,Americabaetis,Americabaetis pleturus
Analetris,Analetris,100992,Ephemeroptera,Acanthametropodidae,Analetris,NA
Brachycentrus nigrosoma,Brachycentrus nigrosoma,116916,Trichoptera,Brachycentridae,Brachycentrus,Brachycentrus nigrosoma
Attenella delantala,Attenella delantala,101345,Ephemeroptera,Ephemerellidae,Attenella,Attenella delantala
Attenella margarita,Attenella margarita,101343,Ephemeroptera,Ephemerellidae,Attenella,Attenella margarita
Attenella soquele,Attenella soquele,568629,Ephemeroptera,Ephemerellidae,Attenella,Attenella soquele
Baetis adonis,Baetis adonis,100802,Ephemeroptera,Baetidae,Baetis,Baetis adonis
Brachycentrus solomoni,Brachycentrus solomoni,604655,Trichoptera,Brachycentridae,Brachycentrus,Brachycentrus solomoni
Plauditus bimaculatus,Plauditus bimaculatus,609557,Ephemeroptera,Baetidae,Plauditus,Plauditus bimaculatus
Ceraclea annulicornis,Ceraclea annulicornis,116744,Trichoptera,Leptoceridae,Ceraclea,Ceraclea annulicornis
Ceraclea cancellata,Ceraclea cancellata,116702,Trichoptera,Leptoceridae,Ceraclea,Ceraclea cancellata
Baetis foemina,Baetis foemina,100836,Ephemeroptera,Baetidae,Baetis,Baetis foemina
Krenopelopia,Krenopelopia,128170,Diptera,Chironomidae,Krenopelopia,NA
Discocerina,Discocerina,146961,Diptera,Ephydridae,Discocerina,NA
Baetis notos,Baetis notos,568579,Ephemeroptera,Baetidae,Baetis,Baetis notos
Ceratopsyche aenigma,Ceratopsyche aenigma,599421,Trichoptera,Hydropsychidae,Ceratopsyche,Ceratopsyche aenigma
Baetis pluto,Baetis pluto,100858,Ephemeroptera,Baetidae,Baetis,Baetis pluto
Ceratopsyche bifida,Ceratopsyche morosa,115580,Trichoptera,Hydropsychidae,Ceratopsyche,Ceratopsyche morosa
Ceratopsyche bronta,Ceratopsyche bronta,115577,Trichoptera,Hydropsychidae,Ceratopsyche,Ceratopsyche bronta
Hydroptila paralatosa,Hydroptila paralatosa,606591,Trichoptera,Hydroptilidae,Hydroptila,Hydroptila paralatosa
Ceratopsyche vexa,Ceratopsyche vexa,115575,Trichoptera,Hydropsychidae,Ceratopsyche,Ceratopsyche vexa
Ceratopsyche walkeri,Ceratopsyche walkeri,115592,Trichoptera,Hydropsychidae,Ceratopsyche,Ceratopsyche walkeri
Hydroptila recurvata,Hydroptila recurvata,606608,Trichoptera,Hydroptilidae,Hydroptila,Hydroptila recurvata
Cheumatopsyche aphanta,Cheumatopsyche aphanta,115413,Trichoptera,Hydropsychidae,Cheumatopsyche,Cheumatopsyche aphanta
Serratella frisoni,Serratella frisoni,609604,Ephemeroptera,Ephemerellidae,Serratella,Serratella frisoni
Cheumatopsyche bibbensis,Cheumatopsyche bibbensis,599508,Trichoptera,Hydropsychidae,Cheumatopsyche,Cheumatopsyche bibbensis
Baetodes alleni,Baetodes alleni,568581,Ephemeroptera,Baetidae,Baetodes,Baetodes alleni
Baetodes arizonensis,Baetodes arizonensis,100940,Ephemeroptera,Baetidae,Baetodes,Baetodes arizonensis
Cheumatopsyche edista,Cheumatopsyche edista,115435,Trichoptera,Hydropsychidae,Cheumatopsyche,Cheumatopsyche edista
Cheumatopsyche enigma,Cheumatopsyche harwoodi enigma,609196,Trichoptera,Hydropsychidae,Cheumatopsyche,Cheumatopsyche harwoodi enigma
Cheumatopsyche enonis,Cheumatopsyche enonis,115441,Trichoptera,Hydropsychidae,Cheumatopsyche,Cheumatopsyche enonis
Brachycercus prudens,Susperatus prudens,776972,Ephemeroptera,Caenidae,Susperatus,Susperatus prudens
Meringodixa chalonensis,Meringodixa chalonensis,125874,Diptera,Dixidae,Meringodixa,Meringodixa chalonensis
Caenis macafferti,Caenis macafferti,568670,Ephemeroptera,Caenidae,Caenis,Caenis macafferti
Caenis punctata,Caenis punctata,101489,Ephemeroptera,Caenidae,Caenis,Caenis punctata
Caenis tardata,Caenis tardata,101479,Ephemeroptera,Caenidae,Caenis,Caenis tardata
Camelobaetidius mexicanus,Camelobaetidius mexicanus,568590,Ephemeroptera,Baetidae,Camelobaetidius,Camelobaetidius mexicanus
Camelobaetidius waltzi,Camelobaetidius waltzi,609547,Ephemeroptera,Baetidae,Camelobaetidius,Camelobaetidius waltzi
Paracladius,Paracladius,128956,Diptera,Chironomidae,Paracladius,NA
Centroptilum barri,Centroptilum,100873,Ephemeroptera,Baetidae,Centroptilum,NA
Centroptilum conturbatum,Centroptilum conturbatum,100875,Ephemeroptera,Baetidae,Centroptilum,Centroptilum conturbatum
Centroptilum elsa,Centroptilum asperatum,100874,Ephemeroptera,Baetidae,Centroptilum,Centroptilum asperatum
Centroptilum minor,Centroptilum minor,609548,Ephemeroptera,Baetidae,Centroptilum,Centroptilum minor
Centroptilum oreophilum,Centroptilum asperatum,100874,Ephemeroptera,Baetidae,Centroptilum,Centroptilum asperatum
Centroptilum victoriae,Centroptilum victoriae,100896,Ephemeroptera,Baetidae,Centroptilum,Centroptilum victoriae
Cercobrachys cree,Cercobrachys cree,698076,Ephemeroptera,Caenidae,Cercobrachys,Cercobrachys cree
Cercobrachys serpentis,Cercobrachys serpentis,568628,Ephemeroptera,Caenidae,Cercobrachys,Cercobrachys serpentis
Cheumatopsyche pinula,Cheumatopsyche pinula,115448,Trichoptera,Hydropsychidae,Cheumatopsyche,Cheumatopsyche pinula
Cheumatopsyche speciosa,Cheumatopsyche speciosa,115431,Trichoptera,Hydropsychidae,Cheumatopsyche,Cheumatopsyche speciosa
Cheumatopsyche wrighti,Cheumatopsyche wrighti,115432,Trichoptera,Hydropsychidae,Cheumatopsyche,Cheumatopsyche wrighti
Cloeodes excogitatus,Cloeodes excogitatus,568594,Ephemeroptera,Baetidae,Cloeodes,Cloeodes excogitatus
Cloeodes macrolamellus,Cloeodes macrolamellus,568595,Ephemeroptera,Baetidae,Cloeodes,Cloeodes macrolamellus
Cloeon dipterum,Cloeon dipterum,100761,Ephemeroptera,Baetidae,Cloeon,Cloeon dipterum
Lepidostoma prominens,Lepidostoma prominens,116868,Trichoptera,Lepidostomatidae,Lepidostoma,Lepidostoma prominens
Dibusa angata,Dibusa angata,115827,Trichoptera,Hydroptilidae,Dibusa,Dibusa angata
Dentatella danutae,Dentatella coxalis,698080,Ephemeroptera,Ephemerellidae,Dentatella,Dentatella coxalis
Drunella allegheniensis,Drunella allegheniensis,568673,Ephemeroptera,Ephemerellidae,Drunella,Drunella allegheniensis
Drunella cornuta,Drunella cornuta,609595,Ephemeroptera,Ephemerellidae,Drunella,Drunella cornuta
Drunella cornutella,Drunella cornutella,101366,Ephemeroptera,Ephemerellidae,Drunella,Drunella cornutella
Drunella grandis,Drunella grandis,101370,Ephemeroptera,Ephemerellidae,Drunella,Drunella grandis
Drunella lata,Drunella lata,185972,Ephemeroptera,Ephemerellidae,Drunella,Drunella lata
Drunella tuberculata,Drunella tuberculata,185974,Ephemeroptera,Ephemerellidae,Drunella,Drunella tuberculata
Drunella walkeri,Drunella walkeri,185973,Ephemeroptera,Ephemerellidae,Drunella,Drunella walkeri
Glossosoma parvulum,Glossosoma parvulum,117204,Trichoptera,Glossosomatidae,Glossosoma,Glossosoma parvulum
Glossosoma spinatum,Glossosoma spinatum,608779,Trichoptera,Glossosomatidae,Glossosoma,Glossosoma spinatum
Stenonema sinclairi,Maccaffertium sinclairi,698245,Ephemeroptera,Heptageniidae,Maccaffertium,Maccaffertium sinclairi
Goera stylata,Goera stylata,116426,Trichoptera,Goeridae,Goera,Goera stylata
Ophiogomphus acuminatus,Ophiogomphus acuminatus,101750,Odonata,Gomphidae,Ophiogomphus,Ophiogomphus acuminatus
Ephemerella apopsis,Ephemerella apopsis,568635,Ephemeroptera,Ephemerellidae,Ephemerella,Ephemerella apopsis
Timpanoga lita,Dannella lita,101361,Ephemeroptera,Ephemerellidae,Dannella,Dannella lita
Roederiodes,Roederiodes,135893,Diptera,Empididae,Roederiodes,NA
Ephemerella dorothea,Ephemerella dorothea,101272,Ephemeroptera,Ephemerellidae,Ephemerella,Ephemerella dorothea
Serromyia,Serromyia,127614,Diptera,Ceratopogonidae,Serromyia,NA
Setacera,Setacera,147518,Diptera,Ephydridae,Setacera,NA
Helicopsyche limnella,Helicopsyche limnella,117033,Trichoptera,Helicopsychidae,Helicopsyche,Helicopsyche limnella
Ephemerella floripara,Ephemerella invaria,101282,Ephemeroptera,Ephemerellidae,Ephemerella,Ephemerella invaria
Helicopsychidae,Helicopsychidae,117015,Trichoptera,Helicopsychidae,NA,NA
Ephemerella hispida,Ephemerella hispida,101280,Ephemeroptera,Ephemerellidae,Ephemerella,Ephemerella hispida
Sphaeromias,Sphaeromias,127761,Diptera,Ceratopogonidae,Sphaeromias,NA
Hydropsyche aenigma,Hydropsyche,115453,Trichoptera,Hydropsychidae,Hydropsyche,NA
Hydropsyche alabama,Hydropsyche alabama,599760,Trichoptera,Hydropsychidae,Hydropsyche,Hydropsyche alabama
Hydropsyche alhedra,Ceratopsyche alhedra,115596,Trichoptera,Hydropsychidae,Ceratopsyche,Ceratopsyche alhedra
Hydropsyche alternans,Ceratopsyche alternans,115571,Trichoptera,Hydropsychidae,Ceratopsyche,Ceratopsyche alternans
Ephemerella septentrionalis,Penelomax septentrionalis,776980,Ephemeroptera,Ephemerellidae,Penelomax,Penelomax septentrionalis
Hydroptila albicornis,Hydroptila albicornis,115644,Trichoptera,Hydroptilidae,Hydroptila,Hydroptila albicornis
Syndiamesa,Syndiamesa,128429,Diptera,Chironomidae,Syndiamesa,NA
Hydropsyche bronta,Ceratopsyche bronta,115577,Trichoptera,Hydropsychidae,Ceratopsyche,Ceratopsyche bronta
Eurylophella aestiva,Eurylophella aestiva,101336,Ephemeroptera,Ephemerellidae,Eurylophella,Eurylophella aestiva
Eurylophella bicolor,Eurylophella bicolor,101334,Ephemeroptera,Ephemerellidae,Eurylophella,Eurylophella bicolor
Eurylophella bicoloroides,Eurylophella bicoloroides,609599,Ephemeroptera,Ephemerellidae,Eurylophella,Eurylophella bicoloroides
Eurylophella coxalis,Dentatella coxalis,698080,Ephemeroptera,Ephemerellidae,Dentatella,Dentatella coxalis
Eurylophella lutulenta,Eurylophella lutulenta,101328,Ephemeroptera,Ephemerellidae,Eurylophella,Eurylophella lutulenta
Eurylophella macdunnoughi,Eurylophella macdunnoughi,609601,Ephemeroptera,Ephemerellidae,Eurylophella,Eurylophella macdunnoughi
Eurylophella minimella,Eurylophella minimella,609602,Ephemeroptera,Ephemerellidae,Eurylophella,Eurylophella minimella
Eurylophella poconoensis,Eurylophella poconoensis,609603,Ephemeroptera,Ephemerellidae,Eurylophella,Eurylophella poconoensis
Neotrichia vibrans,Neotrichia vibrans,115847,Trichoptera,Hydroptilidae,Neotrichia,Neotrichia vibrans
Hydropsyche etnieri,Ceratopsyche etnieri,115601,Trichoptera,Hydropsychidae,Ceratopsyche,Ceratopsyche etnieri
Heptagenia adaequata,Heptagenia adaequata,568644,Ephemeroptera,Heptageniidae,Heptagenia,Heptagenia adaequata
Heptagenia culacantha,Heptagenia culacantha,100623,Ephemeroptera,Heptageniidae,Heptagenia,Heptagenia culacantha
Hydropsyche franclemonti,Hydropsyche franclemonti,599816,Trichoptera,Hydropsychidae,Hydropsyche,Hydropsyche franclemonti
Hydropsyche hoffmani,Hydropsyche hoffmani,115470,Trichoptera,Hydropsychidae,Hydropsyche,Hydropsyche hoffmani
Hydropsyche incommoda,Hydropsyche incommoda,115471,Trichoptera,Hydropsychidae,Hydropsyche,Hydropsyche incommoda
Hydropsyche leonardi,Hydropsyche leonardi,115472,Trichoptera,Hydropsychidae,Hydropsyche,Hydropsyche leonardi
Hydropsyche macleodi,Ceratopsyche macleodi,568816,Trichoptera,Hydropsychidae,Ceratopsyche,Ceratopsyche macleodi
Hydropsyche mississippiensis,Hydropsyche mississippiensis,115474,Trichoptera,Hydropsychidae,Hydropsyche,Hydropsyche mississippiensis
Heterocloeon berneri,Heterocloeon berneri,100798,Ephemeroptera,Baetidae,Heterocloeon,Heterocloeon berneri
Heterocloeon frivolum,Heterocloeon frivolum,568602,Ephemeroptera,Baetidae,Heterocloeon,Heterocloeon frivolum
Heterocloeon petersi,Heterocloeon petersi,100799,Ephemeroptera,Baetidae,Heterocloeon,Heterocloeon petersi
Hydropsyche opthalmica,Hydropsyche opthalmica,115475,Trichoptera,Hydropsychidae,Hydropsyche,Hydropsyche opthalmica
Trichocorixa borealis,Trichocorixa borealis,103441,Hemiptera,Corixidae,Trichocorixa,Trichocorixa borealis
Trichocorixa reticulata,Trichocorixa reticulata,103440,Hemiptera,Corixidae,Trichocorixa,Trichocorixa reticulata
Capnia nigra,Capnia nigra,102697,Plecoptera,Capniidae,Capnia,Capnia nigra
Hydropsyche placoda,Hydropsyche placoda,115487,Trichoptera,Hydropsychidae,Hydropsyche,Hydropsyche placoda
Hydropsyche racona,Hydropsyche,115453,Trichoptera,Hydropsychidae,Hydropsyche,NA
Hydropsyche riola,Ceratopsyche alhedra,115596,Trichoptera,Hydropsychidae,Ceratopsyche,Ceratopsyche alhedra
